location_id,case_id,is_metro,area_name,parents,children,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income
1,2,True,Daphne-Fairhope-Foley,1,4,14988.0,13096.79,13773.35,16995.59,10176.23,18236.04,13433.52,100699.52,77884.76
1,2,True,Daphne-Fairhope-Foley,2,0,8676.0,6809.54,12838.26,11186.96,5611.02,0.0,7819.8,52941.59,77884.76
1,2,True,Daphne-Fairhope-Foley,2,1,11064.0,8475.16,14214.28,14037.49,7079.81,5962.71,9341.41,70174.86,77884.76
1,2,True,Daphne-Fairhope-Foley,2,2,11064.0,10733.61,14768.11,16888.01,7898.13,15348.2,10867.23,87567.29,77884.76
1,2,True,Daphne-Fairhope-Foley,2,3,14988.0,13104.92,15071.31,19738.54,10179.17,18236.04,13172.85,104490.83,77884.76
1,2,True,Daphne-Fairhope-Foley,2,4,14988.0,16037.28,15174.98,22589.07,11241.68,18236.04,13461.67,111728.72,77884.76
1,3,False,Barbour County,1,0,5856.0,3237.04,10890.73,5686.79,3294.77,0.0,5458.28,34423.6,42822.75
1,3,False,Barbour County,1,1,7776.0,4770.61,11436.48,8495.96,4546.13,4846.74,5425.51,47297.43,42822.75
1,3,False,Barbour County,1,2,7776.0,6989.74,12036.79,11305.12,5350.21,11644.68,6235.31,61337.85,42822.75
1,3,False,Barbour County,1,3,9672.0,9324.62,12404.51,14114.29,6883.23,13736.35,7543.26,73678.25,42822.75
1,3,False,Barbour County,1,4,9672.0,11413.97,12530.82,16923.46,7640.28,13736.35,7203.95,79120.82,42822.75
1,3,False,Barbour County,2,0,5904.0,5934.57,12711.64,11373.58,4289.58,0.0,6632.12,46845.49,42822.75
1,3,False,Barbour County,2,1,7776.0,7386.17,13271.94,14182.75,5493.85,4846.74,7386.27,60343.71,42822.75
1,3,False,Barbour County,2,2,7776.0,9354.43,13611.86,16991.91,6207.03,11644.68,8052.3,73638.21,42822.75
1,3,False,Barbour County,2,3,9672.0,11421.05,13720.78,19801.08,7642.84,13736.35,8714.49,84708.59,42822.75
1,3,False,Barbour County,2,4,9672.0,13976.62,13639.79,22610.25,8568.83,13736.35,8253.55,90457.39,42822.75
1,4,True,Birmingham-Hoover,1,0,7973.92,3050.29,11446.48,5845.48,3994.51,0.0,6261.07,38571.75,59443.99
1,4,True,Birmingham-Hoover,1,1,9779.52,4495.38,12233.88,8821.22,5172.36,5360.57,6450.0,52312.93,59443.99
1,4,True,Birmingham-Hoover,1,2,9779.52,6586.49,13566.48,11796.96,5930.05,13798.26,8120.82,69578.57,59443.99
1,4,True,Birmingham-Hoover,1,3,12717.28,8786.66,14094.59,14772.69,7791.73,16394.47,10569.82,85127.24,59443.99
1,4,True,Birmingham-Hoover,1,4,12717.28,10755.47,14358.13,17748.43,8505.1,16394.47,10691.88,91170.77,59443.99
1,4,True,Birmingham-Hoover,2,0,8500.96,5592.19,13391.63,11690.96,5106.51,0.0,7616.02,51898.27,59443.99
1,4,True,Birmingham-Hoover,2,1,9779.52,6960.05,14747.03,14666.7,6065.41,5360.57,8536.59,66115.86,59443.99
1,4,True,Birmingham-Hoover,2,2,9779.52,8814.75,15243.27,17642.44,6737.44,13798.26,9694.23,81709.9,59443.99
1,4,True,Birmingham-Hoover,2,3,12717.28,10762.14,15485.22,20618.17,8507.52,16394.47,10933.82,95418.63,59443.99
1,4,True,Birmingham-Hoover,2,4,12717.28,13170.28,15526.33,23593.91,9380.08,16394.47,10935.81,101718.18,59443.99
1,5,True,Birmingham-Hoover,1,0,7246.06,3257.79,11329.08,5845.48,3805.96,0.0,6062.99,37547.35,63966.13
1,5,True,Birmingham-Hoover,1,1,8886.84,4801.19,12168.26,8821.22,4959.71,5118.82,6171.91,50927.94,63966.13
1,5,True,Birmingham-Hoover,1,2,8886.84,7034.55,13546.67,11796.96,5768.95,13175.98,7710.85,67920.79,63966.13
1,5,True,Birmingham-Hoover,1,3,11556.44,9384.39,14122.71,14772.69,7587.69,15655.11,9983.41,83062.44,63966.13
1,5,True,Birmingham-Hoover,1,4,11556.44,11487.13,14435.49,17748.43,8349.6,15655.11,10190.66,89422.86,63966.13
1,5,True,Birmingham-Hoover,2,0,7724.99,5972.61,13309.2,11690.96,4963.18,0.0,7466.6,51127.55,63966.13
1,5,True,Birmingham-Hoover,2,1,8886.84,7433.52,14708.77,14666.7,5913.51,5118.82,8325.43,65053.59,63966.13
1,5,True,Birmingham-Hoover,2,2,8886.84,9414.39,15253.24,17642.44,6631.26,13175.98,9438.77,80442.92,63966.13
1,5,True,Birmingham-Hoover,2,3,11556.44,11494.26,15544.39,20618.17,8352.18,15655.11,10580.92,93801.46,63966.13
1,5,True,Birmingham-Hoover,2,4,11556.44,14066.22,15635.96,23593.91,9284.1,15655.11,10608.75,100400.48,63966.13
1,6,False,Bullock County,1,0,6384.0,3444.54,11558.24,5686.79,3561.27,0.0,5859.22,36494.06,44495.45
1,6,False,Bullock County,1,1,8460.0,5076.42,12201.68,8495.96,4904.78,5066.7,6030.81,50236.34,44495.45
1,6,False,Bullock County,1,2,8460.0,7437.8,12850.27,11305.12,5760.4,12173.15,6990.9,64977.64,44495.45
1,6,False,Bullock County,1,3,10524.0,9922.35,13252.17,14114.29,7408.52,14359.75,8723.95,78305.03,44495.45
1,6,False,Bullock County,1,4,10524.0,12145.63,13409.5,16923.46,8214.1,14359.75,8699.87,84276.32,44495.45
1,6,False,Bullock County,2,0,6588.0,6314.99,13252.1,11373.58,4675.26,0.0,7116.21,49320.15,44495.45
1,6,False,Bullock County,2,1,8460.0,7859.64,13855.72,14182.75,5913.25,5066.7,7979.94,63318.01,44495.45
1,6,False,Bullock County,2,2,8460.0,9954.07,14229.52,16991.91,6672.14,12173.15,8795.31,77276.11,44495.45
1,6,False,Bullock County,2,3,10524.0,12153.16,14369.28,19801.08,8216.83,14359.75,9604.64,89028.74,44495.45
1,6,False,Bullock County,2,4,10524.0,14872.56,14318.57,22610.25,9202.17,14359.75,9337.15,95224.45,44495.45
1,7,False,Butler County,1,0,5748.0,3081.41,11052.71,5686.79,3199.24,0.0,5410.79,34178.95,51857.8
1,7,False,Butler County,1,1,7608.0,4541.25,11688.68,8495.96,4402.15,4833.54,5332.2,46901.79,51857.8
1,7,False,Butler County,1,2,7608.0,6653.69,12350.64,11305.12,5167.57,11612.98,6129.66,60827.67,51857.8
1,7,False,Butler County,1,3,9468.0,8876.32,12775.24,14114.29,6646.87,13698.96,7355.68,72935.36,51857.8
1,7,False,Butler County,1,4,9468.0,10865.22,12952.88,16923.46,7367.53,13698.96,6980.18,78256.22,51857.8
1,7,False,Butler County,2,0,6672.0,5649.26,12887.49,11373.58,4464.48,0.0,6835.29,47882.09,51857.8
1,7,False,Butler County,2,1,7608.0,7031.07,13507.16,14182.75,5304.31,4833.54,7263.58,59730.4,51857.8
1,7,False,Butler County,2,2,7608.0,8904.7,13902.52,16991.91,5983.2,11612.98,7902.08,72905.39,51857.8
1,7,False,Butler County,2,3,9468.0,10871.96,14060.71,19801.08,7369.97,13698.96,8525.76,83796.43,51857.8
1,7,False,Butler County,2,4,9468.0,13304.67,14030.33,22610.25,8251.44,13698.96,8027.35,89390.99,51857.8
1,8,True,Anniston-Oxford-Jacksonville,1,0,5784.0,3091.79,10394.2,5497.48,3216.05,0.0,5221.63,33205.14,60733.68
1,8,True,Anniston-Oxford-Jacksonville,1,1,8676.0,4556.54,11066.93,8300.31,4794.67,5121.93,5594.46,48110.85,60733.68
1,8,True,Anniston-Oxford-Jacksonville,1,2,8676.0,6676.1,11810.26,11103.13,5562.67,13183.98,6732.01,63744.16,60733.68
1,8,True,Anniston-Oxford-Jacksonville,1,3,11328.0,8906.21,12324.94,13905.96,7331.65,15664.62,8682.46,78143.85,60733.68
1,8,True,Anniston-Oxford-Jacksonville,1,4,11328.0,10901.8,12600.07,16708.79,8054.73,15664.62,8568.46,83826.47,60733.68
1,8,True,Anniston-Oxford-Jacksonville,2,0,6588.0,5668.28,12475.33,10994.96,4440.93,0.0,6620.93,46788.43,60733.68
1,8,True,Anniston-Oxford-Jacksonville,2,1,8676.0,7054.74,13176.94,13797.79,5699.87,5121.93,7528.61,61055.87,60733.68
1,8,True,Anniston-Oxford-Jacksonville,2,2,8676.0,8934.68,13665.2,16600.61,6381.04,13183.98,8529.19,75970.71,60733.68
1,8,True,Anniston-Oxford-Jacksonville,2,3,11328.0,10908.56,13923.25,19403.44,8057.18,15664.62,9568.7,88853.77,60733.68
1,8,True,Anniston-Oxford-Jacksonville,2,4,11328.0,13349.47,14618.42,22206.27,8941.62,15664.62,9408.39,95516.79,60733.68
1,9,False,Chambers County,1,0,6408.0,3029.54,10893.76,5686.79,3419.59,0.0,5571.78,35009.46,55003.99
1,9,False,Chambers County,1,1,8928.0,4464.8,11455.06,8495.96,4852.74,5187.45,5819.6,49203.62,55003.99
1,9,False,Chambers County,1,2,8928.0,6541.68,12093.76,11305.12,5605.27,12463.27,6712.55,63649.66,55003.99
1,9,False,Chambers County,1,3,11472.0,8726.89,12508.65,14114.29,7318.85,14701.98,8468.59,77311.25,55003.99
1,9,False,Chambers County,1,4,11472.0,10682.3,12686.16,16923.46,8027.38,14701.98,8251.78,82745.06,55003.99
1,9,False,Chambers County,2,0,7440.0,5554.15,12809.67,11373.58,4708.29,0.0,7039.68,48925.37,55003.99
1,9,False,Chambers County,2,1,8928.0,6912.7,13408.64,14182.75,5739.71,5187.45,7736.16,62095.41,55003.99
1,9,False,Chambers County,2,2,8928.0,8754.79,13796.91,16991.91,6407.17,12463.27,8503.68,75845.73,55003.99
1,9,False,Chambers County,2,3,11472.0,10688.93,13955.9,19801.08,8029.78,14701.98,9404.31,88053.98,55003.99
1,9,False,Chambers County,2,4,11472.0,13080.69,13924.71,22610.25,8896.41,14701.98,8951.7,93637.72,55003.99
1,10,False,Cherokee County,1,0,5748.0,3371.92,11127.63,5686.79,3304.51,0.0,5524.01,34762.85,57031.97
1,10,False,Cherokee County,1,1,7608.0,4969.38,11871.07,8495.96,4557.28,4871.89,5557.08,47930.67,57031.97
1,10,False,Cherokee County,1,2,7608.0,7280.98,12614.27,11305.12,5394.86,11705.12,6445.31,62353.66,57031.97
1,10,False,Cherokee County,1,3,10524.0,9713.15,13110.66,14114.29,7332.72,13807.65,8385.79,76988.24,57031.97
1,10,False,Cherokee County,1,4,10524.0,11889.55,13363.13,16923.46,8121.31,13807.65,8308.14,82937.24,57031.97
1,10,False,Cherokee County,2,0,5772.0,6181.85,13025.87,11373.58,4331.35,0.0,6747.0,47431.64,57031.97
1,10,False,Cherokee County,2,1,7608.0,7693.93,13723.29,14182.75,5544.49,4871.89,7552.84,61177.19,57031.97
1,10,False,Cherokee County,2,2,7608.0,9744.2,14190.25,16991.91,6287.38,11705.12,8294.41,74821.27,57031.97
1,10,False,Cherokee County,2,3,10524.0,11896.92,14422.15,19801.08,8123.98,13807.65,9385.17,87960.96,57031.97
1,10,False,Cherokee County,2,4,10524.0,14558.98,14464.57,22610.25,9088.55,13807.65,9069.47,94123.47,57031.97
1,11,True,Chilton County,1,0,7140.0,3268.16,11122.96,5845.48,3771.29,0.0,5982.3,37130.2,56401.5
1,11,True,Chilton County,1,1,8556.0,4816.48,11901.15,8821.22,4845.38,5151.02,6001.48,50092.72,56401.5
1,11,True,Chilton County,1,2,8556.0,7056.95,12662.27,11796.96,5657.19,13258.87,7313.53,66301.76,56401.5
1,11,True,Chilton County,1,3,12240.0,9414.28,13174.35,14772.69,7846.2,15753.59,10032.02,83233.14,56401.5
1,11,True,Chilton County,1,4,12240.0,11523.72,14016.6,17748.43,8610.53,15753.59,10456.8,90349.68,56401.5
1,11,True,Chilton County,2,0,7500.0,5991.64,13027.35,11690.96,4888.55,0.0,7331.33,50429.83,56401.5
1,11,True,Chilton County,2,1,8556.0,7457.19,13741.77,14666.7,5802.21,5151.02,7989.11,63364.0,56401.5
1,11,True,Chilton County,2,2,8556.0,9444.38,14222.94,17642.44,6522.25,13258.87,9093.12,78739.99,56401.5
1,11,True,Chilton County,2,3,12240.0,11530.86,15113.52,20618.17,8613.12,15753.59,10746.95,94616.22,56401.5
1,11,True,Chilton County,2,4,12240.0,14111.01,15161.11,23593.91,9548.01,15753.59,10811.89,101219.53,56401.5
1,12,False,Choctaw County,1,0,5748.0,3102.16,11809.71,5686.79,3206.76,0.0,5599.58,35153.01,48013.36
1,12,False,Choctaw County,1,1,7608.0,4571.83,12624.18,8495.96,4413.23,4818.61,5598.5,48130.31,48013.36
1,12,False,Choctaw County,1,2,7608.0,6698.5,13395.24,11305.12,5183.81,11577.11,6408.72,62176.5,48013.36
1,12,False,Choctaw County,1,3,9468.0,8936.09,13907.97,14114.29,6668.53,13656.64,7752.41,74503.93,48013.36
1,12,False,Choctaw County,1,4,9468.0,10938.38,14784.11,16923.46,7394.04,13656.64,7697.83,80862.46,48013.36
1,12,False,Choctaw County,2,0,5772.0,5687.3,13569.45,11373.58,4152.16,0.0,6715.26,47269.74,48013.36
1,12,False,Choctaw County,2,1,7608.0,7078.42,14293.23,14182.75,5321.47,4818.61,7472.47,60774.94,48013.36
1,12,False,Choctaw County,2,2,7608.0,8964.66,14774.04,16991.91,6004.93,11577.11,8138.5,74059.15,48013.36
1,12,False,Choctaw County,2,3,9468.0,10945.17,15688.04,19801.08,7396.5,13656.64,8964.73,85920.16,48013.36
1,12,False,Choctaw County,2,4,9468.0,13394.26,15733.74,22610.25,8283.9,13656.64,8506.9,91653.69,48013.36
1,13,False,Clarke County,1,0,5748.0,3039.91,11257.46,5686.79,3184.21,0.0,5446.5,34362.87,54376.6
1,13,False,Clarke County,1,1,7608.0,4480.09,11828.8,8495.96,4379.99,4935.02,5385.46,47113.32,54376.6
1,13,False,Clarke County,1,2,7608.0,6564.08,12443.96,11305.12,5135.1,11856.77,6185.83,61098.87,54376.6
1,13,False,Clarke County,1,3,10884.0,8756.78,12824.7,14114.29,7116.63,13986.54,8070.12,75753.06,54376.6
1,13,False,Clarke County,1,4,10884.0,10718.89,12959.82,16923.46,7827.58,13986.54,7754.61,81054.89,54376.6
1,13,False,Clarke County,2,0,5916.0,5573.17,13035.34,11373.58,4162.98,0.0,6594.99,46656.06,54376.6
1,13,False,Clarke County,2,1,7608.0,6936.37,13610.23,14182.75,5270.0,4935.02,7282.48,59824.85,54376.6
1,13,False,Clarke County,2,2,7608.0,8784.77,13963.76,16991.91,5939.75,11856.77,7938.62,73083.59,54376.6
1,13,False,Clarke County,2,3,10884.0,10725.53,14083.23,19801.08,7829.99,13986.54,9056.99,86367.36,54376.6
1,13,False,Clarke County,2,4,10884.0,13125.48,14638.91,22610.25,8699.58,13986.54,8720.38,92665.14,54376.6
1,14,False,Clay County,1,0,5748.0,3257.79,11238.74,5686.79,3263.15,0.0,5513.34,34707.81,51316.66
1,14,False,Clay County,1,1,7608.0,4801.19,11919.7,8495.96,4496.34,4998.52,5542.97,47862.68,51316.66
1,14,False,Clay County,1,2,7608.0,7034.55,12608.52,11305.12,5305.57,12009.35,6435.62,62306.73,51316.66
1,14,False,Clay County,1,3,10416.0,9384.39,13055.53,14114.29,7174.46,14166.53,8285.59,76596.81,51316.66
1,14,False,Clay County,1,4,10416.0,11487.13,13256.6,16923.46,7936.37,14166.53,8124.15,82310.23,51316.66
1,14,False,Clay County,2,0,6672.0,5972.61,13045.8,11373.58,4581.64,0.0,6981.32,48626.95,51316.66
1,14,False,Clay County,2,1,7608.0,7433.52,13690.26,14182.75,5450.14,4998.52,7487.64,60850.83,51316.66
1,14,False,Clay County,2,2,7608.0,9414.39,14108.12,16991.91,6167.88,12009.35,8236.0,74535.66,51316.66
1,14,False,Clay County,2,3,10416.0,11494.26,14291.65,19801.08,7938.95,14166.53,9264.09,87372.56,51316.66
1,14,False,Clay County,2,4,10416.0,14066.22,14282.82,22610.25,8870.87,14166.53,8864.38,93277.06,51316.66
1,15,False,Cleburne County,1,0,5748.0,3154.04,11369.95,5686.79,3225.56,0.0,5510.91,34695.24,58880.26
1,15,False,Cleburne County,1,1,7608.0,4648.29,12109.94,8495.96,4440.94,4950.48,5525.65,47779.25,58880.26
1,15,False,Cleburne County,1,2,7608.0,6810.52,12842.46,11305.12,5224.4,11893.93,6387.01,62071.44,58880.26
1,15,False,Cleburne County,1,3,10704.0,9085.53,13329.21,14114.29,7170.53,14030.38,8327.79,76761.73,58880.26
1,15,False,Cleburne County,1,4,10704.0,11121.3,13570.66,16923.46,7908.17,14030.38,8154.03,82412.0,58880.26
1,15,False,Cleburne County,2,0,5772.0,5782.4,13212.67,11373.58,4186.62,0.0,6659.87,46987.14,58880.26
1,15,False,Cleburne County,2,1,7608.0,7196.78,13898.98,14182.75,5364.36,4950.48,7447.21,60648.56,58880.26
1,15,False,Cleburne County,2,2,7608.0,9114.57,14354.72,16991.91,6059.25,11893.93,8164.68,74187.06,58880.26
1,15,False,Cleburne County,2,3,10704.0,11128.2,14575.38,19801.08,7910.67,14030.38,9274.77,87424.48,58880.26
1,15,False,Cleburne County,2,4,10704.0,13618.25,15257.14,22610.25,8812.91,14030.38,9062.72,94095.64,58880.26
1,16,False,Coffee County,1,0,6264.0,3569.04,11116.11,5686.79,3562.9,0.0,5754.57,35953.41,69363.12
1,16,False,Coffee County,1,1,8304.0,5259.9,11779.34,8495.96,4914.74,5261.23,5981.93,49997.09,69363.12
1,16,False,Coffee County,1,2,8304.0,7706.64,13023.13,11305.12,5801.29,12640.52,7246.44,66027.13,69363.12
1,16,False,Coffee County,1,3,11880.0,10280.99,13502.25,14114.29,8029.8,14911.07,9839.62,82558.02,69363.12
1,16,False,Coffee County,1,4,11880.0,12584.63,13725.21,16923.46,8864.5,14911.07,10051.99,88940.87,69363.12
1,16,False,Coffee County,2,0,6612.0,6543.25,13118.48,11373.58,4766.66,0.0,7166.73,49580.7,69363.12
1,16,False,Coffee County,2,1,8304.0,8143.73,14397.71,14182.75,5959.66,5261.23,8206.45,64455.52,69363.12
1,16,False,Coffee County,2,2,8304.0,10313.86,14846.96,16991.91,6745.98,12640.52,9143.19,78986.41,69363.12
1,16,False,Coffee County,2,3,11880.0,12592.43,15050.18,19801.08,8867.33,14911.07,10550.58,93652.68,69363.12
1,16,False,Coffee County,2,4,11880.0,15410.12,15054.04,22610.25,9888.29,14911.07,10596.24,100350.01,69363.12
1,17,True,Florence-Muscle Shoals,1,0,6506.48,2977.66,10633.49,5593.48,3436.48,0.0,5502.08,34649.67,62369.41
1,17,True,Florence-Muscle Shoals,1,1,9270.18,4388.35,11270.97,8444.01,4949.02,5319.24,5885.95,49527.72,62369.41
1,17,True,Florence-Muscle Shoals,1,2,9270.18,6429.66,11979.0,11294.53,5688.67,13691.88,7108.86,65462.79,62369.41
1,17,True,Florence-Muscle Shoals,1,3,11686.88,8577.45,12459.85,14145.06,7342.57,16268.07,9036.45,79516.32,62369.41
1,17,True,Florence-Muscle Shoals,1,4,11686.88,10499.38,13251.37,16995.59,8038.96,16268.07,9177.95,85918.2,62369.41
1,17,True,Florence-Muscle Shoals,2,0,7188.11,5459.04,12695.63,11186.96,4582.56,0.0,6851.27,47963.57,62369.41
1,17,True,Florence-Muscle Shoals,2,1,9270.18,6794.33,13363.59,14037.49,5820.81,5319.24,7797.57,62403.21,62369.41
1,17,True,Florence-Muscle Shoals,2,2,9270.18,8604.87,13816.94,16888.01,6476.84,13691.88,8863.81,77612.54,62369.41
1,17,True,Florence-Muscle Shoals,2,3,11686.88,10505.9,14673.03,19738.54,8041.32,16268.07,9988.76,90902.49,62369.41
1,17,True,Florence-Muscle Shoals,2,4,11686.88,12856.7,14705.37,22589.07,8893.11,16268.07,9696.38,96695.56,62369.41
1,18,False,Conecuh County,1,0,5748.0,3071.04,11420.03,5686.79,3195.48,0.0,5495.77,34617.11,49227.07
1,18,False,Conecuh County,1,1,7608.0,4525.96,12151.72,8495.96,4396.61,4935.02,5488.86,47602.12,49227.07
1,18,False,Conecuh County,1,2,7608.0,6631.29,12868.88,11305.12,5159.46,11856.77,6320.6,61750.13,49227.07
1,18,False,Conecuh County,1,3,10884.0,8846.43,13336.94,14114.29,7149.11,13986.54,8287.7,76605.01,49227.07
1,18,False,Conecuh County,1,4,10884.0,10828.63,13553.23,16923.46,7867.34,13986.54,8064.68,82107.88,49227.07
1,18,False,Conecuh County,2,0,6384.0,5630.24,13196.33,11373.58,4353.23,0.0,6808.61,47745.99,49227.07
1,18,False,Conecuh County,2,1,7608.0,7007.39,13868.4,14182.75,5295.73,4935.02,7371.22,60268.51,49227.07
1,18,False,Conecuh County,2,2,7608.0,8874.71,14306.2,16991.91,5972.34,11856.77,8058.48,73668.42,49227.07
1,18,False,Conecuh County,2,3,10884.0,10835.35,14503.33,19801.08,7869.78,13986.54,9204.87,87084.95,49227.07
1,18,False,Conecuh County,2,4,10884.0,13259.87,14510.11,22610.25,8748.28,13986.54,8734.74,92733.8,49227.07
1,19,False,Coosa County,1,0,6240.0,3475.67,11366.23,5686.79,3520.37,0.0,5776.22,36065.28,49986.92
1,19,False,Coosa County,1,1,8268.0,5122.29,12133.68,8495.96,4851.83,5014.34,5948.77,49834.86,49986.92
1,19,False,Coosa County,1,2,8268.0,7505.01,12876.38,11305.12,5715.18,12047.35,6914.54,64631.58,49986.92
1,19,False,Coosa County,1,3,10284.0,10012.01,13367.53,14114.29,7354.05,14211.35,8641.55,77984.78,49986.92
1,19,False,Coosa County,1,4,10284.0,12255.38,13611.63,16923.46,8166.91,14211.35,8648.85,84101.58,49986.92
1,19,False,Coosa County,2,0,6276.0,6372.06,13171.04,11373.58,4582.89,0.0,7013.02,48788.58,49986.92
1,19,False,Coosa County,2,1,8268.0,7930.67,13867.39,14182.75,5869.42,5014.34,7928.79,63061.34,49986.92
1,19,False,Coosa County,2,2,8268.0,10044.02,14328.8,16991.91,6635.17,12047.35,8752.97,77068.22,49986.92
1,19,False,Coosa County,2,3,10284.0,12262.98,14551.61,19801.08,8169.66,14211.35,9567.57,88848.25,49986.92
1,19,False,Coosa County,2,4,10284.0,15006.95,14583.15,22610.25,9163.91,14211.35,9328.23,95187.83,49986.92
1,20,False,Covington County,1,0,5748.0,3091.79,11195.16,5686.79,3203.0,0.0,5448.51,34373.25,55480.44
1,20,False,Covington County,1,1,7608.0,4556.54,11858.51,8495.96,4407.69,4967.66,5431.41,47325.77,55480.44
1,20,False,Covington County,1,2,7608.0,6676.1,12559.46,11305.12,5175.69,11935.2,6276.29,61535.86,55480.44
1,20,False,Covington County,1,3,10152.0,8906.21,13023.41,14114.29,6905.54,14079.06,7898.48,75078.98,55480.44
1,20,False,Covington County,1,4,10152.0,10901.8,13244.9,16923.46,7628.62,14079.06,7599.42,80529.26,55480.44
1,20,False,Covington County,2,0,5988.0,5668.28,13097.63,11373.58,4223.53,0.0,6665.66,47016.67,55480.44
1,20,False,Covington County,2,1,7608.0,7054.74,13757.99,14182.75,5312.89,4967.66,7367.91,60251.93,55480.44
1,20,False,Covington County,2,2,7608.0,8934.68,14194.45,16991.91,5994.06,11935.2,8070.95,73729.25,55480.44
1,20,False,Covington County,2,3,10152.0,10908.56,14397.71,19801.08,7631.07,14079.06,8968.39,85937.88,55480.44
1,20,False,Covington County,2,4,10152.0,13349.47,14414.8,22610.25,8515.51,14079.06,8500.0,91621.08,55480.44
1,21,False,Crenshaw County,1,0,5748.0,3413.42,11469.95,5686.79,3319.54,0.0,5619.82,35257.53,59327.96
1,21,False,Crenshaw County,1,1,7608.0,5030.55,12117.55,8495.96,4579.44,4833.54,5633.34,48298.38,59327.96
1,21,False,Crenshaw County,1,2,7608.0,7370.59,12776.07,11305.12,5427.33,11612.98,6495.19,62595.29,59327.96
1,21,False,Crenshaw County,1,3,9468.0,9832.69,13189.91,14114.29,6993.4,13698.96,7938.3,75235.56,59327.96
1,21,False,Crenshaw County,1,4,9468.0,12035.88,13931.25,16923.46,7791.7,13698.96,7983.87,81833.11,59327.96
1,21,False,Crenshaw County,2,0,5772.0,6257.93,13222.61,11373.58,4358.92,0.0,6820.23,47805.28,59327.96
1,21,False,Crenshaw County,2,1,7608.0,7788.62,13839.19,14182.75,5578.8,4833.54,7604.39,61435.29,59327.96
1,21,False,Crenshaw County,2,2,7608.0,9864.12,14224.14,16991.91,6330.84,11612.98,8321.42,74953.41,59327.96
1,21,False,Crenshaw County,2,3,9468.0,12043.35,15016.94,19801.08,7794.41,13698.96,9189.99,87012.73,59327.96
1,21,False,Crenshaw County,2,4,9468.0,14738.17,14970.92,22610.25,8770.85,13698.96,8814.75,93071.89,59327.96
1,22,False,Cullman County,1,0,5928.0,3288.92,10879.81,5686.79,3339.65,0.0,5496.2,34619.36,58005.4
1,22,False,Cullman County,1,1,7980.0,4847.06,11590.02,8495.96,4647.75,4941.24,5590.7,48092.72,58005.4
1,22,False,Cullman County,1,2,7980.0,7101.76,12323.96,11305.12,5464.71,11871.72,6481.45,62528.72,58005.4
1,22,False,Cullman County,1,3,10776.0,9474.05,12820.11,14114.29,7337.39,14004.18,8359.48,76885.49,58005.4
1,22,False,Cullman County,1,4,10776.0,11596.88,13074.42,16923.46,8106.58,14004.18,8246.91,82728.42,58005.4
1,22,False,Cullman County,2,0,6492.0,6029.68,12832.2,11373.58,4537.1,0.0,6888.39,48152.94,58005.4
1,22,False,Cullman County,2,1,7980.0,7504.54,13523.03,14182.75,5610.66,4941.24,7582.26,61324.47,58005.4
1,22,False,Cullman County,2,2,7980.0,9504.34,13989.14,16991.91,6335.27,11871.72,8331.8,75004.19,58005.4
1,22,False,Cullman County,2,3,10776.0,11604.08,14222.27,19801.08,8109.18,14004.18,9369.9,87886.68,58005.4
1,22,False,Cullman County,2,4,10776.0,14200.61,14900.12,22610.25,9050.01,14004.18,9225.8,94766.96,58005.4
1,23,False,Dale County,1,0,6276.0,3299.29,10775.15,5686.79,3469.51,0.0,5588.37,35095.1,58943.92
